nid,Keep?,Title,Contributor,Creation Date,URL,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
4316,keep,Design of a Controllable Weather Balloon to fly on Mars,"""Creator: Ivie, Benjamin, Thesis advisor: Hart, Terry J.""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-35,,,,,,,,,,,,,,,,,,,
394999,delete,Design of Quad Tiltrotor Attitude Control Experiment for Control System Education,"""Creator: Peng, Zhuogang - Lehigh University, Creator: Schuster, Eugenio - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-quad-0,,,,,,,,,,,,,,,,,,,
5553,keep,Design of Quad Tiltrotor Attitude Control Experiment for Control System Education,"""Creator: Peng, Zhuogang, Thesis advisor: Schuster, Eugenio""",2017-06,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-quad,,,,,,,,,,,,,,,,,,,
394353,delete,Design of Suspension Components for a High-Speed Suspension Boat,"""Creator: Bowie-Molefe, Mpho A. - Lehigh University, Creator: Grenestedt, Joachim L. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-87,,,,,,,,,,,,,,,,,,,
4774,keep,Design of Suspension Components for a High-Speed Suspension Boat,"""Creator: Bowie-Molefe, Mpho Alexander, Thesis advisor: Grenestedt, Joachim L.""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-39,,,,,,,,,,,,,,,,,,,
2571,keep,Design of Test Setup and Loading Fixture for Seismic Collectors in Steel Structures,"""Creator: Beedle, Maximilian Grant, Thesis advisor: Sause, Richard""",2020-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-test,,,,,,,,,,,,,,,,,,,
394336,delete,Design of Test Setup and Loading Fixture for Seismic Collectors in Steel Structures,"""Creator: Beedle, Maximilian G. - Lehigh University, Creator: Sause, Richard - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-test-1,,,,,,,,,,,,,,,,,,,
2266,keep,Detection and Analysis of Molecular Interactions with Backscattering Interferometry,"""Creator: Haddad-Weiser, Gabrielle Lee, Thesis advisor: Flowers, Robert A. II ; Glover, Kerney J. ; Thevenin, Damien ; Berger, Bryan W.""",2016-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/detection-0,,,,,,,,,,,,,,,,,,,
394636,delete,Detection and Analysis of Molecular Interactions with Backscattering Interferometry,"""Creator: Haddad-Weiser, Gabrielle L. - Lehigh University, Creator: Flowers, Robert A. - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/detection-7,,,,,,,,,,,,,,,,,,,
428122,delete,Detection and Modeling of Wind Ramp Events in Smart Grid,"""Creator: Du, Xingbang - Lehigh University, Creator: Defourny, Boris - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/detection-11,,,,,,,,,,,,,,,,,,,
6251,keep,Detection and Modeling of Wind Ramp Events in Smart Grid,"""Creator: Du, Xingbang, Thesis advisor: Defourny, Boris""",2018-04,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/detection-6,,,,,,,,,,,,,,,,,,,
1702,keep,Detection of emerging trends: automation of domain expert practices,"""Creator: Gevry, David R., Thesis advisor: Pottenger, William M.""",2002-06,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/detection,,,,,,,,,,,,,,,,,,,
395514,delete,Detection of emerging trends: automation of domain expert practices,"""Creator: Gevry, David R. - Lehigh University""",2002,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/detection-10,,,,,,,,,,,,,,,,,,,
395300,delete,Determination of Optimal Operating Conditions of a Spouted Bed Reactor for Desorption of Mercury from Different Coal Ranks,"""Creator: Yan, Lida - Lehigh University, Creator: Balasubramanian, Ganesh - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/determination-24,,,,,,,,,,,,,,,,,,,
4136,keep,Determination of Optimal Operating Conditions of a Spouted Bed Reactor for Desorption of Mercury from Different Coal Ranks,"""Creator: Yan, Lida, Thesis advisor: Balasubramanian, Ganesh""",2020-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/determination-13,,,,,,,,,,,,,,,,,,,
395302,delete,Determining The Ephemerides of TESS Single Transits Using Archival Photometric Data And RV Monitoring,"""Creator: Yao, Xinyu - Lehigh University, Creator: Pepper, Joshua - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/determining-2,,,,,,,,,,,,,,,,,,,
7708,keep,Determining The Ephemerides of TESS Single Transits Using Archival Photometric Data And RV Monitoring,"""Creator: Yao, Xinyu, Thesis advisor: Joshua Pepper""",8/1/2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/determining-0,,,,,,,,,,,,,,,,,,,
394946,delete,Developing a Stress and Coping Model of Social Thriving Among First-Year Minority Students,"""Creator: Neely, Princess O. - Lehigh University, Creator: Burke, Christopher T. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/developing-13,,,,,,,,,,,,,,,,,,,
4271,keep,Developing a Stress and Coping Model of Social Thriving Among First-Year Minority Students,"""Creator: Neely, Princess O., Thesis advisor: Burke, Christopher T.""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/developing-2,,,,,,,,,,,,,,,,,,,
394684,delete,Developing Enzyme-Sensitive Peptide-Polymer Conjugates for Cell-Mediated Scaffold Degradation,"""Creator: Hunt, Natasha K. - Lehigh University, Creator: Chow, Lesley W. - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/developing-11,,,,,,,,,,,,,,,,,,,
7205,keep,Developing Enzyme-Sensitive Peptide-Polymer Conjugates for Cell-Mediated Scaffold Degradation,"""Creator: Hunt, Natasha K., Thesis advisor: Chow, Lesley W.""",8/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/developing-6,,,,,,,,,,,,,,,,,,,
394294,delete,Developing Equity Literacy: A Collaborative Approach,"""Creator: Aragona-Young, Emily - Lehigh University, Creator: Sawyer, Laura B. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/developing-10,,,,,,,,,,,,,,,,,,,
7425,keep,Developing Equity Literacy: A Collaborative Approach,"""Creator: Aragona-Young, Emily, Thesis advisor: Sawyer, L. Brook E. ; Gorski, Paul C. ; Beachum, Floyd D. ; Hammond, Thomas C.;""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/developing-8,,,,,,,,,,,,,,,,,,,
394777,delete,Developing Peptide Therapeutics that Inhibit Bacterial Toxins Utilizing a Cholesterol Recognition Amino Acid Consensus (CRAC) Motif,"""Creator: Koufos, Evan - Lehigh University, Creator: BROWN, ANGELA C. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/developing-12,,,,,,,,,,,,,,,,,,,
5316,keep,Developing Peptide Therapeutics that Inhibit Bacterial Toxins Utilizing a Cholesterol Recognition Amino Acid Consensus (CRAC) Motif,"""Creator: Koufos, Evan, Thesis advisor: Brown, Angela C.""",2018-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/developing-3,,,,,,,,,,,,,,,,,,,
2487,keep,Development and Initial Validation of the Hypersexualization of Bisexual Women Measure (HBWM),"""Creator: Grove, Mary Elizabeth, Thesis advisor: Johnson, Nicole L.""",8/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-11,,,,,,,,,,,,,,,,,,,
394622,delete,Development and Initial Validation of the Hypersexualization of Bisexual Women Measure (HBWM),"""Creator: Grove, Mary E. - Lehigh University, Creator: Johnson, Nicole L. - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-97,,,,,,,,,,,,,,,,,,,
395083,delete,Development and Validation of Virtual Mechanical Testing of Bone Fracture Healing,"""Creator: Schwarzenberg, Peter M. - Lehigh University, Creator: Dailey, Hannah - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-105,,,,,,,,,,,,,,,,,,,
7678,keep,Development and Validation of Virtual Mechanical Testing of Bone Fracture Healing,"""Creator: Schwarzenberg, Peter M., Thesis advisor: Hannah Dailey""",8/1/2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-78,,,,,,,,,,,,,,,,,,,
395054,delete,Development and Verification of a Confined Discretized Solid Flame Model for Calculating Heat Flux on Concrete Tunnel Liners,"""Creator: Root, Kyle J. - Lehigh University, Creator: Quiel, Spencer E. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-103,,,,,,,,,,,,,,,,,,,
4203,keep,Development and Verification of a Confined Discretized Solid Flame Model for Calculating Heat Flux on Concrete Tunnel Liners,"""Creator: Root, Kyle James, Thesis advisor: Quiel, Spencer E.""",2018-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-36,,,,,,,,,,,,,,,,,,,
3685,keep,Development of a Blast-Induced Damage Assessment Framework for Use in Threat Dependent Progressive Collapse Analyses,"""Creator: Gombeda, Matthew Jonathan, Thesis advisor: Naito, Clay J.""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-29,,,,,,,,,,,,,,,,,,,
394598,keep,Development of a Blast-Induced Damage Assessment Framework for Use in Threat Dependent Progressive Collapse Analyses,"""Creator: Gombeda, Matthew J. - Lehigh University, Creator: Naito, Clay J. - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-96,,,,,,,,,,,,,,,,,,,
395313,delete,Development of a High-Pressure Spatial Chemical Vapor Deposition Tool for Growth of Functional Materials,"""Creator: Yousefian, Pedram - Lehigh University, Creator: Pimputkar, Siddha - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-108,,,,,,,,,,,,,,,,,,,
6603,keep,Development of a High-Pressure Spatial Chemical Vapor Deposition Tool for Growth of Functional Materials,"""Creator: Yousefian, Pedram, Thesis advisor: Pimputkar, Siddha""",2020-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-61,,,,,,,,,,,,,,,,,,,
3226,keep,Development of an Immunomodulation Strategy to Combat Pathogenic Bacteria,"""Creator: Fura, Jonathan Michael, Thesis advisor: Pires, Marcos M. ; Thévenin, Damien ; Vezenov, Dmitri V. ; Berger, Bryan W.""",2017-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-19,,,,,,,,,,,,,,,,,,,
394565,delete,Development of an Immunomodulation Strategy to Combat Pathogenic Bacteria,"""Creator: Fura, Jonathan M. - Lehigh University, Creator: Pires, Marcos M. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-94,,,,,,,,,,,,,,,,,,,
394822,delete,Development of Epilepsy-on-a-chip System for High-throughput Antiepileptogenic Drug Discovery,"""Creator: Liu, Jing - Lehigh University, Creator: Berdichevsky, Yevgeny - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-99,,,,,,,,,,,,,,,,,,,
4114,keep,Development of Epilepsy-on-a-chip System for High-throughput Antiepileptogenic Drug Discovery,"""Creator: Liu, Jing, Thesis advisor: Berdichevsky, Yevgeny""",2017-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-34,,,,,,,,,,,,,,,,,,,
394496,delete,Development of High-Sensitivity and High-resolution Optical Coherence Tomography,"""Creator: Dong, Zhao - Lehigh University, Creator: Kumar, Sushil - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-93,,,,,,,,,,,,,,,,,,,
6670,keep,Development of High-Sensitivity and High-resolution Optical Coherence Tomography,"""Creator: Dong, Zhao, Thesis advisor: Kumar, Sushil""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-65,,,,,,,,,,,,,,,,,,,
394679,delete,Development of High-speed Optical Coherence Tomography for Time-lapse Non-destructive Characterization of Samples,"""Creator: Huang, Yongyang - Lehigh University, Creator: Zhou, Chao - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-98,,,,,,,,,,,,,,,,,,,
6713,keep,Development of High-speed Optical Coherence Tomography for Time-lapse Non-destructive Characterization of Samples,"""Creator: Huang, Yongyang, Thesis advisor: Zhou, Chao""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-67,,,,,,,,,,,,,,,,,,,
394494,delete,Development of Hybrid Ion Exchange Processes Driven by Carbon Dioxide (HIX-CO2),"""Creator: DONG, HANG - Lehigh University, Creator: SenGupta, Arup K. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-92,,,,,,,,,,,,,,,,,,,
7065,keep,Development of Hybrid Ion Exchange Processes Driven by Carbon Dioxide (HIX-CO2),"""Creator: DONG, HANG, Thesis advisor: SenGupta, Arup K.""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-73,,,,,,,,,,,,,,,,,,,
3646,keep,Development of III-Nitride Power Device Technology,"""Creator: Peart, Matthew R, Thesis advisor: Wierer, Jonathan J.""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-iii,,,,,,,,,,,,,,,,,,,
394992,delete,Development of III-Nitride Power Device Technology,"""Creator: Peart, Matthew R. - Lehigh University, Creator: Wierer, Jonathan J. - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-101,,,,,,,,,,,,,,,,,,,
1818,keep,Development of Immunotherapy Strategies: Targeting Gram-positive and Gram-negative Pathogenic Bacteria,"""Creator: Sabulski, Mary J ., Thesis advisor: Pires, Marcos M. ; Thévenin, Damien ; Vicic, David A. ; Iovine, Kathryn""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development,,,,,,,,,,,,,,,,,,,
